site,study_id,Site_name,Country,River,Data_owner,Longitude_X,Latitude_Y,sampling_method_long,unit,Starting_year,Ending_year,Year_count,Sampling_years,Min_month,Max_month,season,TaxonomicRes,abund_alienSpp,SppRich_alienSpp,abundProportion_alienSpp,SppRichProportion_alienSpp,Max of spp_richness_perYr,Min of spp_richness_perYr,total_sppRich_AllYrs,total_abund_AllYrs,ppt_Est,tmax_Est,MacrobasinID,MicrobasinID,microbasin_area_km2,strahler_streamOrder,accumulation_atPoint,elevation_atPoint,slope_atPoint,crop_meanPerc_subcatch,urban_meanPerc_subcatch,dam_impact_score_lessthan100km,ppt_mm_12moPrior,tmax_C_12moPrior
103000648,Spain_3_2,BAR05800,Spain,Gipuzkoa,Aitor LarraÒaga,-2.333612094,43.01862266,Surber,Ind/ 4 subsamples,1996,2017,22,22,5,7,summer,family,NA,NA,NA,NA,29,13,52,45149,-3.133134357,0.027719744,1093886,7631811,0.069053922,4,0.03171157,474.8,0.08985326,0,0,0,1038.863636,16.61098485
103000649,Spain_3_2,BER13200,Spain,Gipuzkoa,Aitor LarraÒaga,-2.067811545,43.13372183,Surber,Ind/ 4 subsamples,1987,2017,31,23,5,7,summer,family,NA,NA,NA,NA,25,3,48,81492.5,3.448378999,0.030873656,1097230,23847804,0.23184196,4,0.03018649,94.9,0.086361255,0,0.513514,0,1226.935484,18.08548387
103000650,Spain_3_2,BID00000,Spain,Gipuzkoa,Aitor LarraÒaga,-1.727904924,43.2961737,Surber,Ind/ 4 subsamples,1996,2017,22,22,8,9,fall,family,NA,NA,NA,NA,31,11,54,77172,-3.411890923,0.034142669,1096228,17773146,0.16872735,1,0.02446453,94.7,0.235608529,0,0,0,1309.909091,18.30075758
103000651,Spain_3_2,DEB03100,Spain,Gipuzkoa,Aitor LarraÒaga,-2.565348614,42.9847549,Surber,Ind/ 4 subsamples,1987,2017,31,23,5,7,summer,family,NA,NA,NA,NA,34,19,56,66650.5,2.527563803,0.029267473,1091692,7943064,0.043968128,3,0.01166559,456.3,0.221574483,0,0,0,933.2903226,16.0844086
103000652,Spain_3_2,DEB12750,Spain,Gipuzkoa,Aitor LarraÒaga,-2.506046146,43.0305915,Surber,Ind/ 4 subsamples,2000,2017,18,15,8,10,fall,family,NA,NA,NA,NA,22,3,37,27813.5,1.185011943,0.041099071,1091692,13057992,0.596250477,4,28.55215,250.7,0,0.070175481,0.488888926,0,982.2222222,17.30416667
103000653,Spain_3_2,DEB13500,Spain,Gipuzkoa,Aitor LarraÒaga,-2.499279593,43.04713563,Surber,Ind/ 4 subsamples,2000,2012,13,13,5,6,summer,family,NA,NA,NA,NA,16,5,34,26017.5,-7.522401254,0.00764652,1091692,13901919,0.326300319,4,63.81684,228.3,0,0,0,0,1009.461538,17.475
103000654,Spain_3_2,DEB14000,Spain,Gipuzkoa,Aitor LarraÒaga,-2.493996217,43.05260408,Surber,Ind/ 4 subsamples,1987,2017,31,23,8,10,fall,family,NA,NA,NA,NA,22,1,44,24486,2.725148376,0.02984879,1091692,14263986,0.069015484,4,0.05404509,227,0.037510631,0,0.784512,0,1019.83871,17.45349462
103000655,Spain_3_2,DEB20300,Spain,Gipuzkoa,Aitor LarraÒaga,-2.447404836,43.0819959,Surber,Ind/ 4 subsamples,1987,2017,31,23,5,7,summer,family,NA,NA,NA,NA,19,2,29,57103,2.728395169,0.029159946,1091692,16487651,0.163053547,6,0.05125162,178.3,0.039941649,0,0,0,1025.064516,17.27069892
103000656,Spain_3_2,DEB27290,Spain,Gipuzkoa,Aitor LarraÒaga,-2.420181833,43.1239093,Surber,Ind/ 4 subsamples,2006,2016,11,11,5,6,summer,family,NA,NA,NA,NA,21,5,31,48744,15.36714866,0.046287879,1091692,19303824,0.119075346,6,0.01397275,145.3,0.054005911,0,0.947368,0,1100.727273,17.61742424
103000657,Spain_3_2,DEB28700,Spain,Gipuzkoa,Aitor LarraÒaga,-2.420215644,43.13154964,Surber,Ind/ 4 subsamples,1987,2017,31,29,8,10,fall,family,NA,NA,NA,NA,23,2,40,150366,2.948870035,0.029791667,1091692,20034376,0.031330908,6,0.01246809,142.4,0.094212708,0.592592593,0.096296296,0,1102.870968,17.36639785
103000658,Spain_3_2,DEB34800,Spain,Gipuzkoa,Aitor LarraÒaga,-2.413067647,43.17845628,Surber,Ind/ 4 subsamples,1993,2017,25,25,5,7,summer,family,NA,NA,NA,NA,24,6,43,118262,-3.014965065,0.03375641,1091692,9496804,0.438279426,1,0.01251408,205.9,0.445763635,0,0,0,1182.8,16.95066667
103000659,Spain_3_2,DEB38000,Spain,Gipuzkoa,Aitor LarraÒaga,-2.432347029,43.19975609,Surber,Ind/ 4 subsamples,1996,2017,22,22,5,7,summer,family,NA,NA,NA,NA,22,4,39,76123.5,-2.555328156,0.026933936,1091692,24354295,0.093885333,6,0.01472912,105.3,0.331596329,0,0,0,1153.090909,17.50833333
103000660,Spain_3_2,DEB44300,Spain,Gipuzkoa,Aitor LarraÒaga,-2.409083057,43.22543674,Surber,Ind/ 4 subsamples,1996,2017,22,22,5,7,summer,family,NA,NA,NA,NA,29,6,44,86998,-2.292276201,0.027178618,1091692,17126103,0.76327469,2,424.8467,28.4,0,0,0,0,1161.636364,18.05984848
103000661,Spain_3_2,DEB48100,Spain,Gipuzkoa,Aitor LarraÒaga,-2.375938498,43.26456864,Surber,Ind/ 4 subsamples,1987,2017,31,29,5,7,summer,family,NA,NA,NA,NA,23,3,41,130845,3.474697442,0.028141801,1091692,29520756,0.312623402,6,0.0779385,24.6,0.22633627,0,0,0,1195.967742,17.45241935
103000662,Spain_3_2,EGO08800,Spain,Gipuzkoa,Aitor LarraÒaga,-2.441205459,43.19388223,Surber,Ind/ 4 subsamples,1987,2017,31,23,5,7,summer,family,NA,NA,NA,NA,12,1,25,34831,3.313186975,0.028975134,1091692,16124594,0.150230792,1,0.01269797,163.8,0.437040211,0,0,0,1126.645161,17.37231183
103000663,Spain_3_2,END10200,Spain,Gipuzkoa,Aitor LarraÒaga,-1.728365455,43.29554851,Surber,Ind/ 4 subsamples,1996,2017,22,22,8,9,fall,family,NA,NA,NA,NA,29,10,57,52083.5,-3.074724516,0.034142669,1096228,29164555,0.556153033,7,0.02621024,27.7,0.118676892,0,0,0,1309.909091,18.30075758
103000664,Spain_3_2,EST02600,Spain,Gipuzkoa,Aitor LarraÒaga,-2.295619632,43.05232656,Surber,Ind/ 4 subsamples,1998,2011,14,14,5,7,summer,family,NA,NA,NA,NA,31,10,50,74023,-8.662224874,0.005018315,1097230,11523141,0.232155414,3,0.01121506,319.5,0.20238174,0,0,0,1088.428571,16.95119048
103000665,Spain_3_2,EST03500,Spain,Gipuzkoa,Aitor LarraÒaga,-2.66759835,43.03956535,Surber,Ind/ 4 subsamples,1998,2017,20,20,8,10,fall,family,NA,NA,NA,NA,26,11,53,46270,1.670053337,0.029298246,1096464,6062358,0.25730299,1,0.02983828,597.1,0.171734332,0,0,0,968,16.09416667
103000666,Spain_3_2,EST10000,Spain,Gipuzkoa,Aitor LarraÒaga,-2.217898878,43.052181,Surber,Ind/ 4 subsamples,1996,2017,22,22,5,7,summer,family,NA,NA,NA,NA,30,9,45,86278.5,-3.256411398,0.02826087,1097230,16814175,0.31999906,4,0.05895631,177.3,0.056701825,0,0.032679733,0,1120.681818,17.61060606
103000667,Spain_3_2,GAI03900,Spain,Gipuzkoa,Aitor LarraÒaga,-1.880262449,43.31215793,Surber,Ind/ 4 subsamples,1999,2016,18,17,8,10,fall,family,NA,NA,NA,NA,13,4,25,56405.5,6.633022829,0.033231209,1097233,29561864,0.074973345,3,0.01350413,13.9,0.044499489,0,0.876543333,0,1279.176471,18.96470588
103000668,Spain_3_2,IED13700,Spain,Gipuzkoa,Aitor LarraÒaga,-2.256233715,43.17899794,Surber,Ind/ 4 subsamples,1987,2017,31,27,5,7,summer,family,NA,NA,NA,NA,35,17,63,142543,3.325139503,0.029411962,1093886,23661250,0.144010983,5,74.13971,86.8,0,0,0.217391,0,1178.903226,17.69462366
103000669,Spain_3_2,LAN06100,Spain,Gipuzkoa,Aitor LarraÒaga,-1.944989852,43.25962347,Surber,Ind/ 4 subsamples,1987,2017,31,23,8,9,fall,family,NA,NA,NA,NA,37,10,68,78320.5,3.815099818,0.032456317,1088582,29221402,0.468972463,5,0.01760687,57.1,0.382147147,0.096790333,0.259259407,0.860378662,1287,18.62930107
103000670,Spain_3_2,LEI41600,Spain,Gipuzkoa,Aitor LarraÒaga,-2.020427813,43.21689334,Surber,Ind/ 4 subsamples,1996,2017,22,22,8,10,fall,family,NA,NA,NA,NA,28,3,50,46185.5,-2.915254852,0.033098062,1097230,26338529,0.237781248,1,0.05195547,53.4,0.077638242,0,0.578947,0,1331.954545,18.6
103000671,Spain_3_2,OIA04200,Spain,Gipuzkoa,Aitor LarraÒaga,-1.818993574,43.28322366,Surber,Ind/ 4 subsamples,1987,2016,30,22,5,7,summer,family,NA,NA,NA,NA,35,19,50,49543.5,6.785964792,0.027480534,1097233,22935212,0.112511617,3,5.772707,96.2,0.02516576,0,0,0,1325.633333,17.4675
103000672,Spain_3_2,OIA05900,Spain,Gipuzkoa,Aitor LarraÒaga,-1.837661549,43.29123812,Surber,Ind/ 4 subsamples,1993,2017,25,25,8,9,fall,family,NA,NA,NA,NA,27,7,58,100996.5,-1.910183872,0.035333333,1097233,22211441,0.249982183,1,0.009917516,60.9,0.063726535,0,0,0,1353.88,18.13533333
103000673,Spain_3_2,OIA09500,Spain,Gipuzkoa,Aitor LarraÒaga,-1.874855686,43.30038947,Surber,Ind/ 4 subsamples,1987,2017,31,23,5,7,summer,family,NA,NA,NA,NA,27,9,57,94660,3.959499614,0.031653226,1097233,28978521,0.268712738,4,0.007482021,31.3,0.128263231,0.078380852,0.042205074,0,1267.774194,18.69704301
103000674,Spain_3_2,OIA11000,Spain,Gipuzkoa,Aitor LarraÒaga,-1.888766767,43.31169674,Surber,Ind/ 4 subsamples,1987,2017,31,30,8,10,fall,family,NA,NA,NA,NA,23,4,43,132093,3.711936209,0.03250336,1097233,26952518,0.168682552,1,0.0180982,32.4,0.068095408,0.192043704,0.037037,0,1252,18.89677419
103000675,Spain_3_2,OIN06700,Spain,Gipuzkoa,Aitor LarraÒaga,-2.425174354,43.04597236,Surber,Ind/ 4 subsamples,1998,2017,20,20,5,7,summer,family,NA,NA,NA,NA,20,2,41,27903.5,-2.950831866,0.032431078,1091692,14784823,0.094123423,5,0.1514842,216.1,0.042744533,0.333333,0.441975519,0,1046.7,17.4175
103000676,Spain_3_2,OIN09500,Spain,Gipuzkoa,Aitor LarraÒaga,-2.438993221,43.06305782,Surber,Ind/ 4 subsamples,1989,2017,29,29,8,10,fall,family,NA,NA,NA,NA,26,2,50,110173,3.884840937,0.025303777,1091692,6598092,1.32975876,1,0.01814742,218.6,0.061063775,0,0,0,1026,17.3362069
103000677,Spain_3_2,OIN12500,Spain,Gipuzkoa,Aitor LarraÒaga,-2.445787064,43.08249595,Surber,Ind/ 4 subsamples,1987,2017,31,23,5,7,summer,family,NA,NA,NA,NA,20,2,36,50258,2.727990747,0.029159946,1091692,16487651,0.163053547,6,0.01811501,179.1,0.037804136,0,0,0,1025.064516,17.27069892
103000678,Spain_3_2,ORI05500,Spain,Gipuzkoa,Aitor LarraÒaga,-2.294428968,42.97108194,Surber,Ind/ 4 subsamples,1996,2017,22,22,8,10,fall,family,NA,NA,NA,NA,31,17,59,66355.5,-2.829361266,0.03089121,1097230,10513373,0.056543513,4,21.46332,325.8,0.045859073,0,0,0,1019.272727,16.40719697
103000679,Spain_3_2,ORI11200,Spain,Gipuzkoa,Aitor LarraÒaga,-2.250091159,43.01811272,Surber,Ind/ 4 subsamples,1989,2017,29,29,8,10,fall,family,NA,NA,NA,NA,29,3,52,328239.5,3.841355082,0.026391626,1097230,14965070,0.200889062,4,45.88047,204.3,0.009595789,0,0.099537037,0,1029.137931,17.69798851
103000680,Spain_3_2,ORI14000,Spain,Gipuzkoa,Aitor LarraÒaga,-2.219796186,43.03015294,Surber,Ind/ 4 subsamples,1987,2017,31,23,5,7,summer,family,NA,NA,NA,NA,25,8,54,63628.5,2.826485246,0.030245296,1097230,16202350,0.075319978,5,92.13112,176.7,0.003240223,0.117284185,0.444444444,0,1038.741935,17.86962366
103000681,Spain_3_2,ORI16500,Spain,Gipuzkoa,Aitor LarraÒaga,-2.209167717,43.04931856,Surber,Ind/ 4 subsamples,2003,2016,14,14,8,9,fall,family,NA,NA,NA,NA,20,7,32,11393,5.553808562,0.033827839,1097230,15501242,0.156862625,3,0.03097545,170.9,0.063680538,0,0,0,1129.857143,17.62678572
103000682,Spain_3_2,ORI21800,Spain,Gipuzkoa,Aitor LarraÒaga,-2.169419413,43.06592123,Surber,Ind/ 4 subsamples,1987,2017,31,29,8,10,fall,family,NA,NA,NA,NA,21,3,39,176458.5,2.675718806,0.03109543,1097230,20398332,0.144279709,5,0.01272269,203.2,0.448249064,0,0,0,1107.83871,17.60860215
103000683,Spain_3_2,ORI24500,Spain,Gipuzkoa,Aitor LarraÒaga,-2.152853589,43.08181051,Surber,Ind/ 4 subsamples,2003,2017,15,15,8,9,fall,family,NA,NA,NA,NA,19,8,33,26055.5,-0.576826271,0.055059524,1097230,20742621,0.238308814,5,0.01930674,123.5,0.017281874,0,0,0,1143.066667,18.01888889
103000684,Spain_3_2,ORI25000,Spain,Gipuzkoa,Aitor LarraÒaga,-2.121099714,43.09002517,Surber,Ind/ 4 subsamples,1996,2017,22,22,5,7,summer,family,NA,NA,NA,NA,23,6,49,51723.5,-2.952750253,0.028703181,1097230,21706063,0.395037366,5,0.03849907,130.5,0.200637229,0,0.089359111,0,1206.136364,18.11515152
103000685,Spain_3_2,ORI34700,Spain,Gipuzkoa,Aitor LarraÒaga,-2.086746776,43.1260607,Surber,Ind/ 4 subsamples,1987,2017,31,26,5,7,summer,family,NA,NA,NA,NA,24,8,44,129522,3.584082508,0.030557796,1097230,24208311,0.144136966,6,0.2912787,83.4,0.013085095,0,0.130434752,0,1237,17.15860215
103000686,Spain_3_2,ORI40300,Spain,Gipuzkoa,Aitor LarraÒaga,-2.068431852,43.16557632,Surber,Ind/ 4 subsamples,1987,2017,31,29,5,7,summer,family,NA,NA,NA,NA,24,4,45,330488,3.611369343,0.030873656,1097230,25397925,0.15030796,6,0.01748289,68.9,0.046233789,0,0.600308556,0,1226.935484,18.08548387
103000687,Spain_3_2,ORI49000,Spain,Gipuzkoa,Aitor LarraÒaga,-2.024611516,43.23028624,Surber,Ind/ 4 subsamples,1987,2017,31,23,5,7,summer,family,NA,NA,NA,NA,30,7,50,109035,3.745926906,0.030564516,1097230,27820436,0.29404085,6,0.03103582,62,0.252978498,0.327817407,0.204097593,0,1293.967742,18.44489247
103000688,Spain_3_2,ORI57400,Spain,Gipuzkoa,Aitor LarraÒaga,-2.053898698,43.26846372,Surber,Ind/ 4 subsamples,1987,2017,31,29,8,10,fall,family,NA,NA,NA,NA,18,3,36,228669,3.574462113,0.031132393,1097230,28194667,0.337604196,2,0.006347068,11.6,0.013085037,0,0.762688778,0,1290.548387,18.40913978
103000689,Spain_3_2,SLU08500,Spain,Gipuzkoa,Aitor LarraÒaga,-2.250966173,43.04405272,Surber,Ind/ 4 subsamples,2008,2017,10,8,8,9,fall,family,NA,NA,NA,NA,19,13,33,8223,-1.247262291,0.133333333,1097230,15426326,0.056475963,4,0.02057569,207.4,0.139056404,0,0.222222,0,1105,17.81333333
103000690,Spain_3_2,UBE04200,Spain,Gipuzkoa,Aitor LarraÒaga,-2.426196516,43.12866753,Surber,Ind/ 4 subsamples,1998,2017,20,20,5,7,summer,family,NA,NA,NA,NA,23,4,42,29086,-2.634560458,0.033502506,1091692,17897230,0.125331403,4,0.01159173,175.9,0.276510332,0.118518519,0.22962963,0,1121.3,17.49541667
103000691,Spain_3_2,URK05300,Spain,Gipuzkoa,Aitor LarraÒaga,-2.464085299,43.02761736,Surber,Ind/ 4 subsamples,1996,2016,21,21,5,7,summer,family,NA,NA,NA,NA,26,8,52,29472.5,0.486125788,0.019935065,1091692,11506095,0.351507035,3,0.02638993,308,0.187553024,0,0,0,1017.761905,16.9452381
103000692,Spain_3_2,URO03500,Spain,Gipuzkoa,Aitor LarraÒaga,-2.331783462,43.01385167,Surber,Ind/ 4 subsamples,1987,2016,30,22,5,7,summer,family,NA,NA,NA,NA,30,18,54,41100,4.709978808,0.026509084,1093886,7127065,0.213468546,4,0.03934425,491.6,0.106427542,0,0,0,1032.866667,16.41861111
103000693,Spain_3_2,URO06900,Spain,Gipuzkoa,Aitor LarraÒaga,-2.335189808,43.04052804,Surber,Ind/ 4 subsamples,1987,2017,31,23,8,10,fall,family,NA,NA,NA,NA,37,11,58,86832,2.640950874,0.030346102,1093886,8475868,0.119232214,4,0.8322439,422.5,0.020522164,0,0,0,1018.516129,16.48682796
103000694,Spain_3_2,URO09800,Spain,Gipuzkoa,Aitor LarraÒaga,-2.331169527,43.070552,Surber,Ind/ 4 subsamples,1991,2017,27,22,8,10,fall,family,NA,NA,NA,NA,18,1,37,20766,0.118332082,0.038868539,1093886,9531092,0.131722197,4,40.10674,369.4,0,0,0,0,1091.925926,16.97407407
103000695,Spain_3_2,URO14200,Spain,Gipuzkoa,Aitor LarraÒaga,-2.31605912,43.10385676,Surber,Ind/ 4 subsamples,2000,2017,18,17,5,7,summer,family,NA,NA,NA,NA,18,6,33,36871.5,0.546223172,0.040789474,1093886,10260776,0.288370125,4,53.56467,339.3,0.054005867,0,0,0,1129.5,16.89490741
103000696,Spain_3_2,URO15700,Spain,Gipuzkoa,Aitor LarraÒaga,-2.317547042,43.1104122,Surber,Ind/ 4 subsamples,1987,2017,31,23,5,7,summer,family,NA,NA,NA,NA,18,2,39,31583.5,3.034545388,0.02953293,1093886,10654711,0.188053143,4,0.01146601,381.2,0.325388958,0,0,0,1116.935484,16.7311828
103000697,Spain_3_2,URO21100,Spain,Gipuzkoa,Aitor LarraÒaga,-2.350033879,43.1340264,Surber,Ind/ 4 subsamples,1996,2017,22,22,5,7,summer,family,NA,NA,NA,NA,21,2,39,114268.5,-2.806548633,0.027343309,1093886,6845199,0.325827514,1,0.14688,264.1,0.273048768,0,0,0,1165.590909,16.66022727
103000698,Spain_3_2,URO35000,Spain,Gipuzkoa,Aitor LarraÒaga,-2.257745349,43.19539639,Surber,Ind/ 4 subsamples,1987,2017,31,26,8,10,fall,family,NA,NA,NA,NA,27,8,47,97066,3.209346625,0.030057124,1093886,24537218,0.018778657,1,0.05242059,78.2,0.036639168,0,0,0,1183.806452,17.71129032
103000699,Spain_3_2,URO37500,Spain,Gipuzkoa,Aitor LarraÒaga,-2.248283443,43.21009344,Surber,Ind/ 4 subsamples,1996,2017,22,22,5,7,summer,family,NA,NA,NA,NA,25,12,50,70050.5,-3.003220433,0.028223226,1093886,16623117,0.219030125,1,0.04460225,131.6,0.165748504,0.059259407,0.055026593,0,1289.454545,18.01893939
103000700,Spain_3_2,URO39600,Spain,Gipuzkoa,Aitor LarraÒaga,-2.256915874,43.22752458,Surber,Ind/ 4 subsamples,1989,2017,29,27,5,7,summer,family,NA,NA,NA,NA,35,9,56,157979.5,3.752690286,0.027068966,1093886,26467684,0.150149475,5,0.01244458,60,0.074150617,0,0,0,1212.862069,17.82758621
103000701,Spain_3_2,URO43800,Spain,Gipuzkoa,Aitor LarraÒaga,-2.259709311,43.2568841,Surber,Ind/ 4 subsamples,1996,2017,22,22,5,7,summer,family,NA,NA,NA,NA,29,11,54,96589.5,-2.486450827,0.027743271,1093886,27857445,0.237616908,5,0.08850705,33.4,0.007851255,0.015594548,0,0,1181.863636,18.56515151
103000702,Spain_3_2,URO48200,Spain,Gipuzkoa,Aitor LarraÒaga,-2.233622992,43.2551111,Surber,Ind/ 4 subsamples,1996,2017,22,22,5,7,summer,family,NA,NA,NA,NA,33,16,62,82216.5,-2.362830448,0.02864201,1093886,28641028,0.181352022,5,0.01878911,25.4,0.150901283,0.127714074,0.063857037,0,1222.818182,18.52234849
103000703,Spain_3_2,URO51800,Spain,Gipuzkoa,Aitor LarraÒaga,-2.224609075,43.28097735,Surber,Ind/ 4 subsamples,1987,2017,31,28,5,7,summer,family,NA,NA,NA,NA,27,3,51,236562,3.451105677,0.029613575,1093886,30115954,0.10001339,5,311.4297,2.5,0,0,0.1875,0,1194.903226,18.38575269
103000704,Spain_3_2,URU28800,Spain,Gipuzkoa,Aitor LarraÒaga,-1.923021076,43.22602884,Surber,Ind/ 4 subsamples,1987,2017,31,23,8,9,fall,family,NA,NA,NA,NA,31,16,67,50217.5,4.045610973,0.032466398,1088582,19460475,0.112612341,1,0.0547921,107.3,0.321873701,0,0,0,1331.967742,18.10456989
103000705,Spain_3_2,URU33800,Spain,Gipuzkoa,Aitor LarraÒaga,-1.950772457,43.25040634,Surber,Ind/ 4 subsamples,1986,2017,32,24,8,10,fall,family,NA,NA,NA,NA,35,13,66,60226,4.358265405,0.034365836,1088582,28821730,0.200124442,5,217.6881,18.9,0.044496579,0.087962963,0.162037037,0.871932812,1282.46875,18.60572917
103000706,Spain_3_2,URU35400,Spain,Gipuzkoa,Aitor LarraÒaga,-1.944987648,43.26224829,Surber,Ind/ 4 subsamples,1986,2017,32,31,8,10,fall,family,NA,NA,NA,NA,28,3,63,75093,4.583494299,0.034365836,1088582,17467109,0.725317544,1,0.006258224,79.5,0.156616292,0,0,0,1282.46875,18.60572917
103000707,Spain_3_2,URU38800,Spain,Gipuzkoa,Aitor LarraÒaga,-1.968415796,43.2679482,Surber,Ind/ 4 subsamples,1986,2017,32,23,8,10,fall,family,NA,NA,NA,NA,29,8,55,42609.5,3.976886992,0.031804985,1088582,30071908,0.100035647,5,242.6981,2.9,0,0,1,0.814389441,1246.645161,18.93629032
103000708,Spain_3_2,URU40200,Spain,Gipuzkoa,Aitor LarraÒaga,-1.954606887,43.27829271,Surber,Ind/ 4 subsamples,1986,2017,32,30,8,10,fall,family,NA,NA,NA,NA,25,3,51,138417,4.475955708,0.034365836,1088582,30236892,0.043758095,5,0.02416219,2.1,0.005920122,0,0.301587,0.794500797,1282.46875,18.60572917
103000709,Spain_3_2,IED07400,Spain,Gipuzkoa,Aitor LarraÒaga,-2.231133934,43.13499543,Surber,Ind/ 4 subsamples,1996,2016,21,21,5,7,summer,family,NA,NA,NA,NA,32,16,53,125018.5,0.881489082,0.020941558,1093886,14232135,0.106519607,1,0.07152439,170.8,0.233749095,0,0,0,1229.047619,17.54920635
103000710,Spain_3_2,URO27200,Spain,Gipuzkoa,Aitor LarraÒaga,-2.324450151,43.17154262,Surber,Ind/ 4 subsamples,1991,2017,27,27,5,7,summer,family,NA,NA,NA,NA,28,4,48,169213,-0.28459867,0.034900285,1093886,20549517,0.031310922,4,0.05076515,130,0.041873049,0.2,0.8,0,1192.222222,17.3904321
103000711,Spain_4,Cares-ValdeÛn,Spain,Cares,Mario Alvarez Cabria,-4.92174,43.150987,Surber,"Ind/ 6 subsamples, each with 30x30cm frame",2012,2019,8,8,8,9,fall,genus,0,0,0,0,44,33,71,21304,9.023300268,0.067857142,1096672,2397594,0.181663131,4,0.0720408,921.5,0.029633075,0.383142222,0,0,917,14.19166667
103000712,Spain_4,Arenal,Spain,Arenal,Mario Alvarez Cabria,-4.911432,43.146195,Surber,"Ind/ 6 subsamples, each with 30x30cm frame",2012,2019,8,8,8,9,fall,genus,0,0,0,0,51,34,67,13584,11.14532262,0.068353175,1096672,1792240,0.563825533,4,0.09859874,969.9,0.084662411,0,0,0,954.625,13.97395833
103000713,Spain_4,Bulnes,Spain,Bulnes,Mario Alvarez Cabria,-4.835401,43.251799,Surber,"Ind/ 6 subsamples, each with 30x30cm frame",2012,2019,8,8,8,9,fall,genus,0,0,0,0,45,27,68,22813,7.843586308,0.059623015,1096672,9108856,0.293938702,4,21.23423,312.8,0.184697202,0,0,0,907.625,15.35729167
103000714,Spain_4,Seco,Spain,Seco,Mario Alvarez Cabria,-4.715204,43.160911,Surber,"Ind/ 6 subsamples, each with 30x30cm frame",2012,2019,8,8,7,9,summer,genus,0,0,0,0,57,34,82,8079,8.283186629,0.066269842,1096672,4837635,0.056368528,3,8.922101,653.6,0.189652404,0,0,0,822.5,15.45416667
103000715,Spain_4,Sella,Spain,Sella,Mario Alvarez Cabria,-5.043168,43.131715,Surber,"Ind/ 6 subsamples, each with 30x30cm frame",2012,2019,8,8,8,9,fall,genus,0,0,0,0,47,35,74,12887,6.118767688,0.066765873,1085902,5168431,0.451149354,4,20.58821,603.7,0.066965453,0,0,0,832.5,15.603125
103000716,Spain_4,Tielve-Duje,Spain,Duje,Mario Alvarez Cabria,-4.79869,43.261337,Surber,"Ind/ 6 subsamples, each with 30x30cm frame",2012,2019,8,8,8,9,fall,genus,0,0,0,0,50,27,76,82946,7.180876639,0.060218254,1096672,7171916,0.087540157,4,62.12711,490.8,0.094826202,0.571429,0,0,857.375,15.91770834
103000717,Spain_4,Duje,Spain,Duje,Mario Alvarez Cabria,-4.756676,43.224511,Surber,"Ind/ 6 subsamples, each with 30x30cm frame",2012,2019,8,8,8,9,fall,genus,0,0,0,0,47,25,63,60611,9.274540708,0.063492063,1096672,1651271,0.156415272,1,0.07208448,943,0.487026348,0.4,0,0,981.75,13.78125
103000718,Spain_4,CasaÒo,Spain,CasaÒo,Mario Alvarez Cabria,-4.91475,43.305926,Surber,"Ind/ 6 subsamples, each with 30x30cm frame",2012,2019,8,8,8,9,fall,genus,0,0,0,0,55,35,78,22596,8.149974975,0.060714286,1096672,9416851,0.137461826,4,31.15761,367.8,0.333372095,0,0,0,830.75,17.11875
103000719,Spain_4,Fuente DÈ,Spain,Deva,Mario Alvarez Cabria,-4.809778,43.146027,Surber,"Ind/ 6 subsamples, each with 30x30cm frame",2012,2019,8,8,7,9,summer,genus,0,0,0,0,47,32,74,32035,10.29978532,0.066269841,1096672,1583266,0.068912833,4,4.880405,1065.5,0.331590253,0,0,0,1071.5,12.83958333
103000720,Spain_4,SalvorÛn,Spain,SalvorÛn,Mario Alvarez Cabria,-4.807315,43.125416,Surber,"Ind/ 6 subsamples, each with 30x30cm frame",2012,2019,8,8,7,9,summer,genus,0,0,0,0,54,33,67,15148,8.220164066,0.066269841,1096672,1794225,0.144136795,3,9.883152,1008,0.066966345,0,0,0,1071.5,12.83958333
103000721,Spain_4,RÌo Ponga,Spain,Ponga,Mario Alvarez Cabria,-5.179851,43.142522,Surber,"Ind/ 6 subsamples, each with 30x30cm frame",2012,2019,8,8,8,9,fall,genus,0,0,0,0,49,39,72,16617,10.08978104,0.062301587,1085902,2846277,0.125299469,4,17.51099,859.8,0.012960503,0,0,0,911.25,14.65833333
103000722,Spain_4,Farfada,Spain,Farfada,Mario Alvarez Cabria,-4.909694,43.192013,Surber,"Ind/ 6 subsamples, each with 30x30cm frame",2012,2019,8,8,8,9,fall,genus,0,0,0,0,34,23,62,14585,6.569394629,0.065079365,1096672,5836722,0.062599284,4,10.87366,579.7,0.102118557,0,0,0,913.875,15.1125
103000723,Spain_4,Manantial Ponga,Spain,Ponga,Mario Alvarez Cabria,-5.17222,43.125505,Surber,"Ind/ 6 subsamples, each with 30x30cm frame",2012,2019,8,8,8,9,fall,genus,0,0,0,0,57,31,78,113830,8.048922947,0.062301587,1085902,1635613,0.106537024,3,0.03193939,994.4,0.51517253,0,0,0,911.25,14.65833333
104000001,Sweden_1,Alep UttjajÂkkÂ,Sweden,Alep UttjajÂkkÂ,Richard Johnson,18.92669326,66.60226437,"Kicknet, 0.5mm mesh","Ind/ m^2, and 60 sec of bottom disturbance",2000,2019,20,19,9,10,fall,species,0,0,0,0,50,28,102,5904.4,-1.504719519,0.012738095,1217279,10067983,0.184123243,5,4.055113,396.9,0.015132774,0,0,0,576.45,4.375416667
