,Respi_teg,Respi_gil,Respi_pls,Respi_spi,Respi_ves,ResisForm_egg,ResisForm_coc,ResisForm_hou,ResisForm_did,ResisForm_non,Disp_aquatic_passive,Disp_aquatic_active,Disp_aerial_passive,Disp_aerial_active,AquStag_egg,AquStag_larva,AquStag_nymph,AquStag_adult,LifCycDur_ls1yr,LifCycDur_1yr,Repro_ovo,Repro_fie,Repro_cie,Repro_fic,Repro_frc,Repro_vec,Repro_tec,Repro_ase,MaxBody_s1,MaxBody_s2,MaxBody_s3,MaxBody_s4,MaxBody_s5,MaxBody_s6,MaxBody_s7,WingPair_wnb1,WingPair_wnb2,WingPair_wnb3,WingPair_wnb4,WingPair_wnb5,PropDrif_drift1,PropDrif_drift2,PropDrif_drift3,FeedType_gra,FeedType_min,FeedType_xyl,FeedType_shr,FeedType_gat,FeedType_aff,FeedType_pff,FeedType_pre,FeedType_par,FeedType_oth
taxon_18439,0.25,0,0.25,0.5,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0,0,0,1,0,1,0,0,0.111111111,0.111111111,0,0.111111111,0.222222222,0,0,0.444444444,0,0
taxon_18440,0.25,0,0.25,0.5,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0,0,0,1,0,1,0,0,0.111111111,0.111111111,0,0.111111111,0.222222222,0,0,0.444444444,0,0
taxon_18458,0.25,0,0,0.75,0,0,0,0,0,1,0.333333333,0.166666667,0,0.5,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,1,0,0.6,0.4,0,0,0,0,0,0,0,0,1,0,0
taxon_18459,0.25,0,0,0.75,0,0,0,0,0,1,0.333333333,0.166666667,0,0.5,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,1,0,0.6,0.4,0,0,0,0,0,0,0,0,1,0,0
taxon_18466,0.25,0,0,0.75,0,0,0,0,0,1,0.333333333,0.166666667,0,0.5,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,1,0,0.6,0.4,0,0,0,0,0,0,0,0,1,0,0
taxon_18467,0.25,0,0,0.75,0,0,0,0,0,1,0.333333333,0.166666667,0,0.5,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,1,0,0.6,0.4,0,0,0,0,0,0,0,0,1,0,0
taxon_18468,0.25,0,0,0.75,0,0,0,0,0,1,0.333333333,0.166666667,0,0.5,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,1,0,0.6,0.4,0,0,0,0,0,0,0,0,1,0,0
taxon_18475,0.25,0,0,0.75,0,0,0,0,0,1,0.333333333,0.166666667,0,0.5,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,1,0,0.6,0.4,0,0,0,0,0,0,0,0,1,0,0
taxon_18480,0.142857143,0.428571429,0.428571429,0,0,0,0,0,0,1,0.4,0.2,0,0.4,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
taxon_18482,0.142857143,0.428571429,0.428571429,0,0,0,0,0,0,1,0.4,0.2,0,0.4,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
taxon_18487,0.5,0,0,0.5,0,0,1,0,0,0,0,0.25,0,0.75,0.272727273,0.272727273,0.272727273,0.181818182,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_18488,0.5,0,0,0.5,0,0,1,0,0,0,0,0.25,0,0.75,0.272727273,0.272727273,0.272727273,0.181818182,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_18489,0.5,0,0,0.5,0,0,1,0,0,0,0,0.25,0,0.75,0.272727273,0.272727273,0.272727273,0.181818182,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_18491,0.5,0,0,0.5,0,0,1,0,0,0,0,0.25,0,0.75,0.272727273,0.272727273,0.272727273,0.181818182,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_18502,0,0,0.4,0.6,0,0,0,0,0,1,0.2,0.2,0,0.6,0.6,0,0,0.4,0.25,0.75,0,0,0,0,0,0,1,0,0.6,0.4,0,0,0,0,0,0,0,0,1,0,0.75,0.25,0,1,0,0,0,0,0,0,0,0,0
taxon_18518,0,0,0.4,0.6,0,0,0,0,0,1,0.2,0.2,0,0.6,0.6,0,0,0.4,0.25,0.75,0,0,0,0,0,0,1,0,0.6,0.4,0,0,0,0,0,0,0,0,1,0,0.75,0.25,0,0.3,0,0,0.3,0.4,0,0,0,0,0
taxon_18522,0,0,0.4,0.6,0,0,0,0,0,1,0.2,0.2,0,0.6,0.6,0,0,0.4,0.25,0.75,0,0,0,0,0,0,1,0,0.6,0.4,0,0,0,0,0,0,0,0,1,0,0.75,0.25,0,1,0,0,0,0,0,0,0,0,0
taxon_18563,0,0,0.4,0.6,0,0,0,0,0,1,0.2,0.2,0,0.6,0.6,0,0,0.4,0.25,0.75,0,0,0,0,0,0,1,0,0.6,0.4,0,0,0,0,0,0,0,0,1,0,0.75,0.25,0,0.5,0,0,0,0,0,0,0,0,0.5
taxon_18600,0,0,0.4,0.6,0,0,0,0,0,1,0.2,0.2,0,0.6,0.6,0,0,0.4,0.25,0.75,0,0,0,0,0,0,1,0,0.6,0.4,0,0,0,0,0,0,0,0,1,0,0.75,0.25,0,0.818181818,0,0,0.090909091,0.090909091,0,0,0,0,0
taxon_18612,0,0,0,0,0,0,0,0,0,1,0.285714286,0.285714286,0,0.428571429,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,0.166666667,0.5,0.333333333,0,0,0,0,0,0,1,0,0.75,0.25,0,0,0,0,0,0,0,0,0.5,0,0.5
taxon_18613,0,0,0,0,0,0,0,0,0,1,0.285714286,0.285714286,0,0.428571429,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,0.166666667,0.5,0.333333333,0,0,0,0,0,0,1,0,0.75,0.25,0,0,0,0,0,0,0,0,1,0,0
taxon_18615,0,0,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0,0.5,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.75,0.25,0,0,0,0,0,0,0,0,1,0,0
taxon_18616,0,0,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0,0.5,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.75,0.25,0,0,0,0,0,0,0,0,0.5,0,0.5
taxon_18617,0,0,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0,0.5,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.75,0.25,0,0,0,0,0,0,0,0,1,0,0
taxon_18618,0,0,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0,0.5,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.75,0.25,0,0,0,0,0,0,0,0,1,0,0
taxon_18624,0.142857143,0.428571429,0.428571429,0,0,0,0,0,0,1,0.4,0.2,0,0.4,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0,0.5,0,0,0,0.5,0,0,0,0,0
taxon_18625,0.142857143,0.428571429,0.428571429,0,0,0,0,0,0,1,0.4,0.2,0,0.4,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0,0.5,0,0,0,0.5,0,0,0,0,0
taxon_18626,0.142857143,0.428571429,0.428571429,0,0,0,0,0,0,1,0.4,0.2,0,0.4,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0
taxon_18627,0.142857143,0.428571429,0.428571429,0,0,0,0,0,0,1,0.4,0.2,0,0.4,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0,0.5,0,0,0,0.214285714,0,0,0,0,0.285714286
taxon_18628,0.142857143,0.428571429,0.428571429,0,0,0,0,0,0,1,0.4,0.2,0,0.4,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0,0.7,0,0,0,0.3,0,0,0,0,0
taxon_18629,0.142857143,0.428571429,0.428571429,0,0,0,0,0,0,1,0.4,0.2,0,0.4,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0
taxon_18634,0.25,0,0.25,0.5,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
taxon_18641,0.5,0,0,0.5,0,0,0,0,0,1,0.2,0.2,0,0.6,0.375,0.375,0,0.25,0.25,0.75,0,0,0,0,0,1,0,0,0,0,0.75,0.25,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.5,0,0,0,0.5,0,0
taxon_18642,0.5,0,0,0.5,0,0,0,0,0,1,0.2,0.2,0,0.6,0.375,0.375,0,0.25,0.25,0.75,0,0,0,0,0,1,0,0,0,0,0.75,0.25,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.5,0,0,0,0.5,0,0
taxon_18643,0.5,0,0,0.5,0,0,0,0,0,1,0.2,0.2,0,0.6,0.375,0.375,0,0.25,0.25,0.75,0,0,0,0,0,1,0,0,0,0,0.75,0.25,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.5,0,0,0,0.5,0,0
taxon_18649,0,0,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0,0.5,0.375,0.375,0,0.25,0,1,0,0,0,1,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_18650,0,0,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0,0.5,0.375,0.375,0,0.25,0,1,0,0,0,1,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_18658,0.375,0,0.375,0.25,0,0,0,0,0,1,0,0.25,0,0.75,0.166666667,0.5,0,0.333333333,0.25,0.75,0,0,0,0,0,0,1,0,0,0,0.75,0.25,0,0,0,0,0,0,1,0,1,0,0,0.363636364,0,0,0.272727273,0.363636364,0,0,0,0,0
taxon_18659,0.375,0,0.375,0.25,0,0,0,0,0,1,0,0.25,0,0.75,0.166666667,0.5,0,0.333333333,0.25,0.75,0,0,0,0,0,0,1,0,0,0,0.75,0.25,0,0,0,0,0,0,1,0,1,0,0,0.363636364,0,0,0.272727273,0.363636364,0,0,0,0,0
taxon_18663,0,0,0,0,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
taxon_18671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
taxon_18675,0.25,0,0,0.75,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_18683,0.25,0,0,0.75,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_18684,0.25,0,0,0.75,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_18693,0,0,0,0,0,0,0,0,0,1,0.4,0.2,0,0.4,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
taxon_18695,0,0,0,0,0,0,0,0,0,1,0.4,0.2,0,0.4,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
taxon_18696,0,0,0,0,0,0,0,0,0,1,0.4,0.2,0,0.4,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
taxon_18697,0,0,0,0,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,1,0,0.75,0.25,0,0,0,0,0,0,0,0,1,0,0
taxon_18703,0,0,0,0,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,1,0,0.75,0.25,0,0,0,0,0,0,0,0,1,0,0
taxon_18706,0.25,0.75,0,0,0,0,0,0,0,1,0,0.25,0,0.75,0.5,0.5,0,0,0.25,0.75,0,0,0,0,0,0,1,0,0.25,0.75,0,0,0,0,0,0,0,0,1,0,0.25,0.75,0,0.1,0,0,0.2,0.6,0,0,0.1,0,0
taxon_18707,0.25,0.75,0,0,0,0,0,0,0,1,0.2,0.2,0,0.6,0.5,0.5,0,0,0.25,0.75,0,0,0,0,0,0,1,0,0.2,0.6,0.2,0,0,0,0,0,0,0,1,0,0.25,0.75,0,0,0,0,0.454545455,0.454545455,0,0,0,0,0.090909091
taxon_18711,0,0.428571429,0.142857143,0.428571429,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
taxon_18712,0,0.428571429,0.142857143,0.428571429,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
taxon_18719,0.25,0,0.25,0.5,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0,0,0,1,0,1,0,0,0.111111111,0.111111111,0,0.111111111,0.222222222,0,0,0.444444444,0,0
taxon_18721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.5,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taxon_18722,0,0,0,0,0,0,0,0,0,1,0.4,0.2,0,0.4,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,1,0,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0
taxon_18724,0,0,0,0,0,0,0,0,0,1,0.4,0.2,0,0.4,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,1,0,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0
taxon_18734,0.333333333,0,0,0.666666667,0,0,0,0,0,1,0.2,0.2,0,0.6,0.375,0.375,0,0.25,0,1,0,0,0,0.75,0,0.25,0,0,0,0.25,0.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
taxon_18736,0.25,0,0,0.75,0,0,0,0,0,1,0.2,0.2,0,0.6,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_18741,0.25,0,0,0.75,0,0,0,0,0,1,0.2,0.2,0,0.6,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_18742,0.333333333,0,0,0.666666667,0,0,0,0,0,1,0.2,0.2,0,0.6,0.375,0.375,0,0.25,0,1,0,0,0,0.75,0,0.25,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_18939,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.6,0,0,0,0,0,1,0,0,0,0,0.4,0.6,0,0,0,0,0,0,1,0,0,0
taxon_18944,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.6,0,0,0,0,0,1,0,0,0,0,0.4,0.6,0,0,0,0,0,0,1,0,0,0
taxon_18945,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.6,0,0,0,0,0,1,0,0,0,0,0.4,0.6,0,0,0,0,0,0,1,0,0,0
taxon_18984,0.6,0.4,0,0,0,0,0,0,0,1,0,0.25,0.25,0.5,0.333333333,0.333333333,0.333333333,0,0.666666667,0.333333333,0,0,0,1,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0,1,0.6,0.4,0,0.4,0,0,0.2,0.4,0,0,0,0,0
taxon_18990,1,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0.25,0.25,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,1,1,0,0,0.8,0,0,0,0.2,0,0,0,0,0
taxon_19051,1,0,0,0,0,0,0,0,0,1,0,0.25,0.25,0.5,0.333333333,0.333333333,0.333333333,0,0.666666667,0.333333333,0,0,0,0.666666667,0.333333333,0,0,0,0,0,0,0.6,0.4,0,0,0,0,0,0,1,0.25,0.5,0.25,0,0,0,0,0,0,0.1,0.9,0,0
taxon_19053,1,0,0,0,0,0,0,0,0.25,0.75,0,0.25,0.25,0.5,0.333333333,0.333333333,0.333333333,0,0.75,0.25,0,0,0,1,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,1,0.25,0.5,0.25,0,0,0,0,0,0,0.1,0.9,0,0
taxon_19063,0.5,0.5,0,0,0,0.166666667,0,0,0.333333333,0.5,0,0.4,0.2,0.4,0.333333333,0.333333333,0.333333333,0,0.6,0.4,0,0,0.75,0,0.25,0,0,0,0,0,0.166666667,0.5,0.333333333,0,0,0,0,0,0,1,0.2,0.6,0.2,0,0,0,0,0,0,0,0.833333333,0,0.166666667
taxon_19064,0.5,0.5,0,0,0,0.166666667,0,0,0.333333333,0.5,0,0.4,0.2,0.4,0.333333333,0.333333333,0.333333333,0,0.6,0.4,0,0,0.75,0,0.25,0,0,0,0,0,0.166666667,0.5,0.333333333,0,0,0,0,0,0,1,0.2,0.6,0.2,0,0,0,0,0,0,0,1,0,0
taxon_19066,0.5,0.5,0,0,0,0.166666667,0,0,0.333333333,0.5,0,0.4,0.2,0.4,0.333333333,0.333333333,0.333333333,0,0.6,0.4,0,0,0.75,0,0.25,0,0,0,0,0,0.166666667,0.5,0.333333333,0,0,0,0,0,0,1,0.2,0.6,0.2,0,0,0,0,0,0,0,1,0,0
taxon_19068,0.5,0.5,0,0,0,0.166666667,0,0,0.333333333,0.5,0,0.4,0.2,0.4,0.333333333,0.333333333,0.333333333,0,0.6,0.4,0,0,0.75,0,0.25,0,0,0,0,0,0.166666667,0.5,0.333333333,0,0,0,0,0,0,1,0.2,0.6,0.2,0,0,0,0,0,0,0,1,0,0
taxon_19084,1,0,0,0,0,0,0,0,0,1,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,1,0,0,0,0,0,0.2,0.6,0.2,0,0,0,0,0,0,0,1,1,0,0,0.8,0,0,0,0.1,0,0.1,0,0,0
taxon_19085,0.75,0.25,0,0,0,0,0,0,0.333333333,0.666666667,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,0.666666667,0.333333333,0,0,0,1,0,0,0,0,0,0,0.666666667,0.333333333,0,0,0,0,0,0,0,1,0.75,0.25,0,0,0,0,0,0,0,1,0,0,0
taxon_19090,1,0,0,0,0,0,0.4,0,0.4,0.2,0,0.5,0.25,0.25,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,1,1,0,0,0.8,0,0,0,0.2,0,0,0,0,0
taxon_19091,1,0,0,0,0,0,0.4,0,0.4,0.2,0,0.5,0.25,0.25,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,1,1,0,0,0.8,0,0,0,0.2,0,0,0,0,0
taxon_19098,0.5,0.5,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.25,0.375,0.25,0.375,0,0.333333333,0.666666667,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.181818182,0,0.363636364,0.363636364,0,0,0,0.090909091,0,0
taxon_19110,0.5,0.5,0,0,0,0.166666667,0,0,0.333333333,0.5,0,0.4,0.2,0.4,0.333333333,0.333333333,0.333333333,0,0.6,0.4,0,0,0.75,0,0.25,0,0,0,0,0,0.166666667,0.5,0.333333333,0,0,0,0,0,0,1,0.2,0.6,0.2,0,0,0,0,0,0,0,1,0,0
taxon_19129,0.333333333,0.166666667,0.166666667,0.333333333,0,0,0.5,0,0.5,0,0,0,0,1,0.25,0.375,0.375,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.6,0.4,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
taxon_19235,0.6,0.4,0,0,0,0,0,0,0,1,0,0.25,0.25,0.5,0.333333333,0.333333333,0.333333333,0,0.666666667,0.333333333,0,0,0,1,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0,1,0.6,0.4,0,0.5,0,0,0.5,0,0,0,0,0,0
taxon_19256,1,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0.25,0.25,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,1,1,0,0,0.8,0,0,0,0.2,0,0,0,0,0
taxon_19302,0,0,0,1,0,0.333333333,0,0,0.5,0.166666667,0,0.4,0,0.6,0.2,0.4,0,0.4,0.4,0.6,0,0,0.166666667,0.333333333,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_19308,0.25,0.75,0,0,0,0,0,0,0.5,0.5,0,1,0,0,0.5,0,0,0.5,0.5,0.5,0,0,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,1,0,0,0,0,1,0,0,0.4,0,0,0,0.3,0.3,0,0,0,0
taxon_19309,0.25,0.75,0,0,0,0.4,0,0,0.6,0,0.5,0.25,0,0.25,0.285714286,0.428571429,0.285714286,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
taxon_19312,0.166666667,0,0.333333333,0.5,0,0,0,0,1,0,0.2,0.4,0,0.4,0.375,0.375,0,0.25,1,0,0,0,0.25,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
taxon_19314,1,0,0,0,0,0,0,0,0.75,0.25,0,0.666666667,0,0.333333333,0.5,0.5,0,0,1,0,0.75,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.25,0.25,0.5,0.2,0,0,0.6,0.2,0,0,0,0,0
taxon_19320,0.5,0.5,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.375,0.25,0.375,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.5,0.3,0,0,0,0.2,0,0
taxon_19335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
taxon_19338,0,0,0.25,0.75,0,0,0,0,0,1,0.2,0.2,0,0.6,0.25,0.25,0,0.5,0.25,0.75,0,0,0,0,0,0,1,0,0,0.333333333,0.5,0.166666667,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_19346,0,0,0.5,0.5,0,0,0,0,1,0,0,0.5,0,0.5,0.375,0.375,0,0.25,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_19347,0.2,0,0.2,0.6,0,0,0,0,0,1,0.2,0.2,0,0.6,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,1,0,1,0,0,0.2,0.2,0,0.1,0.2,0,0,0.3,0,0
taxon_19351,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0,0,0,0,0,0,1,1,0,0,0.2,0,0,0.5,0,0,0,0.3,0,0
taxon_19358,0.6,0.4,0,0,0,0,0,0,0,1,0,0.25,0.25,0.5,0.333333333,0.333333333,0.333333333,0,0.666666667,0.333333333,0,0,0,1,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0,1,0.6,0.4,0,0.5,0,0,0.5,0,0,0,0,0,0
taxon_19360,0.333333333,0,0.333333333,0.333333333,0,0,0,0,1,0,0,1,0,0,0.333333333,0.333333333,0,0.333333333,1,0,0,0,0.6,0.4,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
